epoch	loss	acc	val_loss	val_acc
0	4.686929949053057	0.016422672672672674	4.4198697952178865	0.04542042047635571
1	4.1856483761612715	0.07291666666666667	3.9761005693727784	0.0912162163280868
2	3.7115396959287628	0.13128753753753752	3.5233899616264366	0.15878378405227317
3	3.3839967164907367	0.18177552552552553	3.1396499940224953	0.2428678676441267
4	3.1265019590074234	0.2251313813813814	2.945592255921693	0.2668918920261366
5	2.9233243809090004	0.27102102102102105	2.768358750386281	0.3149399398504435
6	2.7521489318068677	0.3024587087087087	2.6759614607951305	0.33521021029970666
7	2.5818273326656125	0.341966966966967	2.506008393055684	0.36711711747510295
8	2.4028033938135827	0.38006756756756754	2.360353784160213	0.41403903930752844
9	2.2486932886255397	0.4143205705705706	2.19843620222968	0.45232732679034854
10	2.1341796465464182	0.44979354354354356	2.119736506774261	0.4594594591909701
11	2.0134159537764997	0.47700825825825827	1.9725499733074292	0.5007507503927648
12	1.894422584109836	0.50243993993994	1.930409551024795	0.512387387118898
13	1.7867437490113862	0.5305930930930931	1.8147745801879838	0.5390390386810532
14	1.6860859322476316	0.5550863363363363	1.76039888407733	0.5548048040888331
15	1.6178090715551519	0.5711336336336337	1.6562353583785507	0.5949699708649346
16	1.534128781911489	0.5915915915915916	1.6304266402671288	0.5885885889465744
17	1.4441466034353674	0.6127064564564565	1.575432172408691	0.6084834840204623
18	1.396926411279329	0.6284722222222222	1.5046145475662507	0.6276276272696417
19	1.3372864980955381	0.6434872372372372	1.4906380513050892	0.617867867509882
20	1.2553958695930045	0.6692004504504504	1.4243707746356815	0.6403903900324045
21	1.2216743008868471	0.6732357357357357	1.35800640110497	0.6535285287075214
22	1.1613088756710201	0.6893768768768769	1.359279707387403	0.6554054050474195
23	1.1210739938346472	0.6981981981981982	1.3351892290172633	0.6580330321380684
24	1.085368160012964	0.704954954954955	1.2891498134658859	0.673048048227041
25	1.007266131249276	0.7308558558558559	1.2751034322801653	0.6719219212059502
26	0.9565471263977142	0.7426801801801802	1.3024961071329433	0.6576576576576577
27	0.9465006396577165	0.7421171171171171	1.2122072572106715	0.6925675677465605
28	0.8942037063675958	0.7568506006006006	1.1817345404410147	0.6884384377224667
29	0.8837024043272207	0.7566629129129129	1.169728398681045	0.693693692977722
30	0.8285515020201514	0.7786223723723724	1.1426959635617138	0.7019519530259095
31	0.8054237551875301	0.7801238738738738	1.1210038060540553	0.7079579581369508
32	0.7505865915043576	0.7959834834834835	1.1120609474611711	0.7060810807230953
33	0.7083866991796293	0.8033971471471472	1.089199851583074	0.7139639632479923
34	0.7051779455966778	0.806493993993994	1.1069445610046387	0.7057057055267127
35	0.6894124021401277	0.8075262762762763	1.0527530153234441	0.726726726010755
36	0.6533007449931927	0.8188813813813813	1.0366294659651794	0.7293543547123402
37	0.6273260524681022	0.8290165165165165	1.013092658541224	0.7387387389177317
38	0.5914370365686961	0.8375563063063063	1.0205333547907192	0.7271021019231092
39	0.5652141037645999	0.8480668168168168	0.9744247001212638	0.7402402400612473
40	0.5549287058569647	0.8471283783783784	0.9702574537323044	0.7409909918859556
41	0.5317432717518048	0.8559496996996997	1.021153711341881	0.7342342349502059
42	0.5204675620024627	0.8586711711711712	0.9861333008643027	0.7391141144721
43	0.5215997185793009	0.8559496996996997	0.9642001648206968	0.7462462471412109
44	0.47582956674220683	0.8670232732732732	0.9529061702278642	0.7515015023964662
45	0.4544310844517327	0.87743993993994	0.9481252098942662	0.7578828832408687
46	0.4576855473690205	0.8690878378378378	0.9371869331365591	0.753003003003003
47	0.4334892466798559	0.8793168168168168	0.9522040139089476	0.7578828834198617
48	0.4123579963549479	0.8867304804804805	0.925101915637294	0.7518768768768769
49	0.41532719654363914	0.8849474474474475	0.9326685522053693	0.7601351345981564
50	0.40430081338137835	0.8889827327327328	0.9315602550277481	0.7605105105105106
51	0.3904529279237753	0.8931118618618619	0.9331329248330973	0.755630629556673
52	0.37768801536645974	0.8945195195195195	0.9302446636351737	0.7556306306306306
53	0.3668753603199223	0.8965840840840841	0.9347287187347183	0.7627627631207486
54	0.3598320542334078	0.9015578078078078	0.8858724703659883	0.7691441432491795
55	0.3384985182736371	0.9057807807807807	0.890682875931084	0.7672672661933096
56	0.346329650631896	0.902027027027027	0.9180701690035181	0.7530030019290455
57	0.3380068538783191	0.9091591591591591	0.8991324210668111	0.7646396385656821
58	0.3154774467508356	0.9149774774774775	0.9215287308435183	0.7631381376011593
59	0.2992301443675617	0.9176051051051051	0.868060748498361	0.774399400294364
60	0.29762464690136836	0.9162912912912913	0.9032316494274426	0.7698948939999303
61	0.28550184059429456	0.9241741741741741	0.8892325093080332	0.7717717708768072
62	0.28257797233335247	0.9209834834834835	0.8995479404389322	0.7702702711652349
63	0.28633864071813075	0.9175112612612613	0.8885487130096367	0.7706456456456456
64	0.2691430552406712	0.926051051051051	0.8755633786275938	0.7770270275640058
65	0.26925310322472285	0.9243618618618619	0.8809731799560983	0.7725225225225225
66	0.2620673816841286	0.9274587087087087	0.8690442070588693	0.7777777777777778
67	0.25349680448437595	0.9276463963963963	0.8885124055472938	0.7751501492551855
68	0.23317348894414244	0.9389076576576577	0.9099295669131808	0.7759009019748585
69	0.25297900586872846	0.9313063063063063	0.9039905561699165	0.7702702699122844
70	0.2271611967065313	0.9401276276276276	0.8963317065625578	0.7781531522581885
71	0.24668245720075774	0.9331831831831832	0.8849054367334636	0.7774024029393812
72	0.22428471351171042	0.9391891891891891	0.8612835079700023	0.7845345345345346
